t,frame_idx,ear,ear_threshold,blink_rate,smile_mm,smile_amplitude_mm,brow_mm,brow_amplitude_mm,asymmetry,asymmetry_std,gaze_dx,gaze_dy,gaze_x_std,gaze_y_std,face_distance_mm,tremor_chin_power_4_6hz,tremor_chin_dominant_hz,tremor_chin_motion_power,tremor_chin_lock_in,tremor_chin_pd_likelihood,tremor_lip_power_4_6hz,tremor_lip_dominant_hz,tremor_lip_motion_power,tremor_lip_lock_in,tremor_lip_pd_likelihood,head_yaw_deg,off_axis
20.93,350,0.4805,0.5358,11.47,,80.41,21.55,16.57,0.0193,0.0188,-0.0015,-0.0184,0.0026,0.0021,863.0,0.000175,2.0,0.007269,0.0,0.0,9e-05,2.2,0.002173,0.0,0.0,7.2,0
20.98,351,0.4736,0.5358,11.44,,80.41,22.37,16.57,0.016,0.0188,0.0,-0.0182,0.0026,0.0021,868.0,0.000178,2.0,0.007379,0.0,0.0,9.1e-05,2.2,0.002201,0.0,0.0,1.4,0
21.006,352,0.499,0.5358,11.43,,80.41,22.04,16.57,0.008,0.0189,0.0004,-0.0198,0.0026,0.0021,863.0,0.00018,2.0,0.007493,0.0,0.0,9.2e-05,2.2,0.00223,0.0,0.0,0.5,0
21.059,353,0.4967,0.5358,11.4,,80.41,21.45,16.57,0.0078,0.0189,0.0004,-0.0209,0.0026,0.0021,869.0,0.000183,2.0,0.00761,0.0,0.0,9.3e-05,2.2,0.002261,0.0,0.0,0.5,0
21.139,354,0.4842,0.5358,11.35,,80.41,23.02,16.57,0.0158,0.0189,-0.0013,-0.0194,0.0026,0.0021,863.0,0.000185,2.0,0.00773,0.0,0.0,9.4e-05,2.2,0.002293,0.0,0.0,7.3,0
21.255,355,0.4999,0.5358,11.29,,80.41,22.29,16.57,0.0109,0.019,-0.0009,-0.0199,0.0026,0.0021,869.0,0.000188,2.0,0.007853,0.0,0.0,9.6e-05,2.2,0.002327,0.0,0.0,4.2,0
21.292,356,0.4931,0.5358,11.27,,80.41,21.84,16.57,0.0192,0.019,-0.0012,-0.0199,0.0026,0.0021,869.0,0.000191,2.0,0.00798,0.0,0.0,9.7e-05,2.3,0.002361,0.0,0.0,6.4,0
21.356,357,0.4981,0.5358,11.24,,80.41,21.22,16.57,0.0277,0.0189,-0.0015,-0.0204,0.0026,0.0021,869.0,0.000194,2.0,0.00811,0.0,0.0,9.8e-05,2.3,0.002398,0.0,0.0,9.2,0
21.373,358,0.4998,0.5358,11.23,,80.41,20.32,16.57,0.0187,0.0189,-0.0009,-0.0199,0.0026,0.0021,869.0,0.000197,2.0,0.008244,0.0,0.0,9.9e-05,2.3,0.002435,0.0,0.0,6.9,0
21.452,359,0.4966,0.5358,11.19,,80.41,23.16,16.57,0.0328,0.0189,-0.0026,-0.0192,0.0026,0.0021,864.0,0.0002,2.0,0.008381,0.0,0.0,0.0001,2.3,0.002475,0.0,0.0,12.7,0
21.515,360,0.5013,0.5358,11.15,,80.41,20.42,16.57,0.039,0.0189,-0.0034,-0.0182,0.0026,0.0021,869.0,0.000203,2.0,0.008522,0.0,0.0,0.000102,2.3,0.002515,0.0,0.0,14.5,0
21.555,361,0.5009,0.5358,11.13,,80.41,20.46,16.57,0.0441,0.0188,-0.0031,-0.0186,0.0026,0.002,869.0,0.000207,2.0,0.008667,0.0,0.0,0.000103,2.3,0.002558,0.0,0.0,13.6,0
21.634,362,0.4855,0.5358,11.09,,80.41,21.26,16.57,0.0413,0.0188,-0.0035,-0.0193,0.0026,0.002,869.0,0.00021,2.0,0.008815,0.0,0.0,0.000105,2.3,0.002602,0.0,0.0,15.5,0
21.643,363,0.4968,0.5358,11.09,,80.41,20.04,16.57,0.0424,0.0188,-0.0032,-0.0184,0.0026,0.002,869.0,0.000214,2.0,0.008967,0.0,0.0,0.000106,2.3,0.002647,0.0,0.0,14.0,0
21.669,364,0.4834,0.5358,11.08,,80.41,20.95,16.57,0.0373,0.0188,-0.0029,-0.0201,0.0026,0.002,869.0,0.000218,2.0,0.009123,0.0,0.0,0.000108,2.3,0.002695,0.0,0.0,13.6,0
21.721,365,0.5043,0.5358,11.05,,80.41,20.91,16.57,0.0312,0.0187,-0.0021,-0.0201,0.0026,0.002,869.0,0.000222,2.0,0.009284,0.0,0.0,0.00011,2.3,0.002744,0.0,0.0,11.4,0
21.749,366,0.4867,0.5358,11.04,,80.41,20.87,16.57,0.0236,0.0187,-0.0014,-0.0184,0.0026,0.002,870.0,0.000227,2.0,0.009448,0.0,0.0,0.000112,2.3,0.002794,0.0,0.0,7.3,0
21.907,367,0.4953,0.5358,10.96,,80.41,22.7,16.57,0.0082,0.0188,0.0015,-0.0191,0.0026,0.002,875.0,0.000231,2.0,0.009616,0.0,0.0,0.000114,2.3,0.002847,0.0,0.0,-2.8,0
21.945,368,0.5109,0.5358,10.94,,80.41,23.41,16.57,0.0264,0.0187,0.0034,-0.0199,0.0026,0.002,875.0,0.000236,2.0,0.009788,0.0,0.0,0.000116,2.3,0.002901,0.0,0.0,-9.5,0
21.986,369,0.509,0.5358,10.92,,80.41,23.37,16.57,0.0223,0.0187,0.0022,-0.0189,0.0026,0.002,875.0,0.000241,2.0,0.009964,0.0,0.0,0.000118,2.3,0.002957,0.0,0.0,-6.6,0
22.073,370,0.5009,0.5358,10.87,,80.41,23.05,16.57,0.0177,0.0187,0.0024,-0.0204,0.0026,0.002,875.0,0.000246,2.0,0.010145,0.0,0.0,0.00012,2.3,0.003015,0.0,0.0,-7.3,0
22.101,371,0.5022,0.5358,10.86,,80.41,21.68,16.57,0.0188,0.0187,0.0016,-0.0197,0.0026,0.002,872.0,0.000251,2.0,0.010329,0.0,0.0,0.000122,2.3,0.003075,0.0,0.0,-6.0,0
22.154,372,0.5099,0.5358,10.83,,80.41,21.94,16.57,0.025,0.0187,0.0025,-0.0206,0.0026,0.002,874.0,0.000257,2.0,0.010518,0.0,0.0,0.000125,2.3,0.003137,0.0,0.0,-7.8,0
22.192,373,0.4952,0.5358,10.81,,80.41,21.07,16.57,0.0302,0.0187,0.0022,-0.0206,0.0026,0.002,869.0,0.000263,2.0,0.010711,0.0,0.0,0.000127,2.3,0.003201,0.0,0.0,-7.8,0
22.293,374,0.4904,0.5358,10.77,,80.41,23.46,16.57,0.035,0.0186,0.0032,-0.0206,0.0026,0.002,870.0,0.000269,2.0,0.010908,0.0,0.0,0.00013,2.3,0.003267,0.0,0.0,-10.6,0
22.371,375,0.4723,0.5358,10.73,,80.41,21.93,16.57,0.0389,0.0186,0.0041,-0.0181,0.0026,0.002,872.0,0.000276,2.0,0.011109,0.0,0.0,0.000133,2.3,0.003334,0.0,0.0,-12.9,0
22.411,376,0.4734,0.5358,10.71,,80.41,25.27,16.57,0.0487,0.0186,0.0044,-0.017,0.0026,0.002,874.0,0.000282,2.0,0.011314,0.0,0.0,0.000136,2.3,0.003404,0.0,0.0,-13.8,0
22.453,377,0.4929,0.5358,10.69,,80.41,24.32,16.57,0.0417,0.0186,0.0037,-0.0186,0.0026,0.002,875.0,0.000289,2.0,0.011524,0.0,0.0,0.000139,2.3,0.003476,0.0,0.0,-10.6,0
22.489,378,0.4614,0.5358,10.67,,80.41,24.78,16.57,0.0636,0.0186,0.0053,-0.0177,0.0027,0.002,878.0,0.000297,2.0,0.011738,0.0,0.0,0.000142,2.1,0.003549,0.0,0.0,-18.9,0
22.528,379,0.4988,0.5358,10.65,,80.41,23.87,16.57,0.0894,0.0186,0.007,-0.0177,0.0027,0.002,,0.000304,2.0,0.011956,0.0,0.0,0.000145,2.1,0.003625,0.0,0.0,-28.7,1
22.568,380,0.5012,0.5358,10.63,,80.41,27.24,16.97,0.1059,0.0186,0.0071,-0.0166,0.0027,0.002,,0.000312,2.0,0.012178,0.0,0.0,0.000149,2.1,0.003703,0.0,0.0,-32.3,1
22.609,381,0.5021,0.5358,10.62,,80.41,25.56,16.97,0.1502,0.0186,0.0113,-0.0181,0.0027,0.002,,0.00032,2.0,0.012404,0.0,0.0,0.000152,2.1,0.003782,0.0,0.0,-50.4,1
22.646,382,0.4833,0.5358,10.6,,80.41,24.24,16.97,0.1655,0.0186,0.0107,-0.0184,0.0027,0.002,,0.000329,2.0,0.012634,0.0,0.0,0.000156,2.1,0.003864,0.0,0.0,-52.5,1
22.684,383,0.4666,0.5358,10.58,,80.41,23.62,16.97,0.1675,0.0186,0.0111,-0.0172,0.0027,0.002,,0.000337,2.0,0.012868,0.0,0.0,0.00016,2.1,0.003948,0.0,0.0,-53.5,1
22.818,384,0.479,0.5358,10.52,,80.41,22.84,16.97,0.1501,0.0186,0.0096,-0.0158,0.0027,0.002,,0.000347,2.0,0.013106,0.0,0.0,0.000164,2.1,0.004034,0.0,0.0,-45.0,1
22.843,385,0.4675,0.5358,10.51,,80.41,25.5,16.97,0.1489,0.0186,0.011,-0.0152,0.0027,0.002,,0.000356,2.0,0.013348,0.0,0.0,0.000168,2.1,0.004122,0.0,0.0,-45.7,1
22.898,386,0.4827,0.5358,10.48,,80.41,,16.97,0.1437,0.0186,0.0097,-0.0148,0.0027,0.002,,0.000366,2.0,0.013594,0.0,0.0,0.000173,2.1,0.004212,0.0,0.0,-42.6,1
22.937,387,0.4733,0.5358,10.46,,80.41,23.35,16.97,0.1304,0.0186,0.0093,-0.0131,0.0027,0.002,,0.000376,2.0,0.013844,0.0,0.0,0.000177,2.1,0.004303,0.0,0.0,-38.4,1
22.976,388,0.4617,0.5358,10.45,,80.41,23.19,16.97,0.0909,0.0186,0.007,-0.0134,0.0027,0.002,,0.000386,2.0,0.014098,0.0,0.0,0.000182,2.1,0.004397,0.0,0.0,-27.2,1
22.999,389,0.4504,0.5358,10.44,,80.41,24.95,16.97,0.0625,0.0186,0.0044,-0.0134,0.0027,0.002,874.0,0.000397,2.0,0.014355,0.0,0.0,0.000187,2.1,0.004493,0.0,0.0,-18.5,0
23.118,390,0.4506,0.5358,10.38,,80.41,20.38,16.97,0.0566,0.0186,-0.0061,-0.0137,0.0027,0.0021,875.0,0.000408,2.0,0.014616,0.0,0.0,0.000192,2.1,0.004591,0.0,0.0,20.4,0
23.155,391,0.4467,0.5358,10.36,,80.41,21.7,16.97,0.0581,0.0186,-0.0053,-0.014,0.0027,0.0021,870.0,0.00042,2.0,0.014881,0.0,0.0,0.000197,2.1,0.004691,0.0,0.0,20.9,0
23.207,392,0.4545,0.5358,10.34,,80.41,20.43,16.97,0.0682,0.0187,-0.0052,-0.0136,0.0027,0.0021,875.0,0.000432,2.0,0.015149,0.0,0.0,0.000202,2.1,0.004792,0.0,0.0,22.9,0
23.274,393,0.4479,0.5358,10.31,78.72,80.41,16.6,16.97,0.0977,0.0187,-0.0062,-0.0144,0.0027,0.0021,878.0,0.000444,2.0,0.015421,0.0,0.0,0.000208,2.1,0.004896,0.0,0.0,30.0,1
23.31,394,0.4549,0.5358,10.3,71.57,80.41,13.93,16.97,0.1254,0.0187,-0.0097,-0.0142,0.0027,0.0021,870.0,0.000457,2.0,0.015696,0.0,0.0,0.000213,2.1,0.005001,0.0,0.0,42.1,1
23.349,395,0.4751,0.5358,10.28,67.81,80.41,15.66,16.97,0.1435,0.0187,-0.0101,-0.0141,0.0027,0.0021,867.0,0.00047,2.0,0.015974,0.0,0.0,0.000219,2.1,0.005108,0.0,0.0,45.6,1
23.426,396,0.5244,0.5358,10.24,63.77,80.41,15.15,16.97,0.1642,0.0187,-0.0099,-0.0174,0.0027,0.0021,869.0,0.000483,2.0,0.016256,0.0,0.0,0.000225,2.1,0.005217,0.0,0.0,53.5,1
23.512,397,0.495,0.5358,10.21,75.04,80.41,13.11,16.97,0.1753,0.0187,-0.0107,-0.0166,0.0027,0.0021,864.0,0.000497,2.0,0.01654,0.0,0.0,0.000232,2.1,0.005327,0.0,0.0,54.4,1
23.548,398,0.5009,0.5358,10.19,77.87,80.41,13.14,16.97,0.1798,0.0187,-0.0114,-0.0171,0.0027,0.0021,861.0,0.000511,2.0,0.016828,0.0,0.0,0.000238,2.0,0.00544,0.0,0.0,59.3,1
23.585,399,0.5237,0.5358,10.18,78.92,80.41,12.99,16.97,0.1675,0.0187,-0.011,-0.0184,0.0027,0.0021,859.0,0.000525,2.0,0.017119,0.0,0.0,0.000244,2.0,0.005554,0.0,0.0,54.4,1
23.624,400,0.5298,0.5358,10.16,78.19,80.41,14.26,16.97,0.1697,0.0187,-0.0113,-0.0179,0.0027,0.0021,859.0,0.00054,2.0,0.017412,0.0,0.0,0.000251,2.0,0.005669,0.0,0.0,55.7,1
23.745,401,0.4847,0.5358,10.11,97.54,80.41,19.4,16.97,0.1183,0.0187,-0.0085,-0.0162,0.0027,0.0021,869.0,0.000555,2.0,0.017708,0.0,0.0,0.000258,2.0,0.005787,0.0,0.0,37.5,1
23.781,402,0.4749,0.5358,10.09,98.19,80.41,20.53,16.97,0.0802,0.0187,-0.0058,-0.0172,0.0027,0.0021,880.0,0.000571,2.0,0.018007,0.0,0.0,0.000265,2.0,0.005905,0.0,0.0,26.4,1
23.831,403,0.4868,0.5358,10.07,,80.41,20.01,16.97,0.0844,0.0187,-0.006,-0.0181,0.0027,0.0021,877.0,0.000586,2.0,0.018308,0.0,0.0,0.000272,2.0,0.006025,0.0,0.0,26.2,1
23.876,404,0.475,0.5358,10.05,,80.41,19.48,16.97,0.0825,0.0187,-0.0067,-0.0164,0.0027,0.0021,883.0,0.000603,2.0,0.018611,0.0,0.0,0.00028,2.0,0.006147,0.0,0.0,26.7,1
23.975,405,0.4903,0.5358,10.01,,80.41,21.42,16.97,0.0573,0.0187,-0.005,-0.0162,0.0027,0.0021,888.0,0.000619,2.0,0.018917,0.0,0.0,0.000287,2.0,0.00627,0.0,0.0,20.5,0
24.069,406,0.4756,0.5358,9.97,95.14,80.41,20.27,16.97,0.0574,0.0187,-0.0048,-0.014,0.0027,0.0021,888.0,0.000636,2.0,0.019224,0.0,0.0,0.000295,2.0,0.006394,0.0,0.0,21.7,0
24.108,407,0.4814,0.5358,9.96,99.78,80.97,21.09,16.97,0.0492,0.0187,-0.0041,-0.0164,0.0027,0.0021,890.0,0.000653,2.0,0.019534,0.0,0.0,0.000303,2.0,0.006519,0.0,0.0,18.3,0
24.171,408,0.4826,0.5358,9.93,,80.97,21.23,16.97,0.0425,0.0187,-0.0029,-0.0148,0.0027,0.0021,895.0,0.00067,2.0,0.019845,0.0,0.0,0.000311,2.0,0.006646,0.0,0.0,15.1,0
24.228,409,0.4773,0.5358,9.91,99.18,80.97,20.67,16.97,0.0547,0.0187,-0.0039,-0.013,0.0027,0.0022,886.0,0.000688,2.0,0.020158,0.0,0.0,0.000319,2.0,0.006774,0.0,0.0,19.1,0
24.29,410,0.4597,0.5358,9.88,,80.97,21.12,16.97,0.0258,0.0187,-0.0009,-0.0127,0.0027,0.0022,895.0,0.000706,2.0,0.020472,0.0,0.0,0.000327,2.0,0.006903,0.0,0.0,9.0,0
24.381,411,0.4668,0.5358,9.84,,80.97,21.95,16.97,0.0096,0.0187,0.0001,-0.013,0.0027,0.0022,895.0,0.000725,2.0,0.020787,0.0,0.0,0.000336,2.0,0.007032,0.0,0.0,2.3,0
24.406,412,0.4767,0.5358,9.83,,80.97,22.45,16.97,0.033,0.0187,0.0029,-0.0143,0.0027,0.0022,908.0,0.000743,2.0,0.021103,0.0,0.0,0.000344,2.0,0.007163,0.0,0.0,-9.1,0
24.465,413,0.5005,0.5358,9.81,,80.97,23.37,16.97,0.0512,0.0186,0.0047,-0.0128,0.0027,0.0023,913.0,0.000762,2.0,0.021421,0.0,0.0,0.000353,2.0,0.007295,0.0,0.0,-16.5,0
24.563,414,0.4963,0.5358,9.77,,80.97,24.43,16.97,0.1018,0.0186,0.0081,-0.0138,0.0027,0.0023,,0.000781,2.0,0.021739,0.0,0.0,0.000362,2.0,0.007427,0.0,0.0,-31.0,1
24.656,415,0.4768,0.5358,9.73,,80.97,25.68,16.97,0.1798,0.0186,0.013,-0.0138,0.0027,0.0023,,0.000801,2.0,0.022057,0.0,0.0,0.000371,2.0,0.00756,0.0,0.0,-57.9,1
24.696,416,0.5303,0.5358,9.72,,80.97,21.84,16.97,0.2352,0.0186,0.0143,-0.0156,0.0027,0.0023,,0.00082,2.0,0.022376,0.0,0.0,0.00038,2.0,0.007694,0.0,0.0,-79.8,1
24.72,417,0.5241,0.5358,9.71,,80.97,21.78,16.97,0.2227,0.0186,0.0143,-0.0157,0.0027,0.0023,,0.00084,2.0,0.022695,0.0,0.0,0.000389,2.0,0.007829,0.0,0.0,-76.2,1
24.758,418,0.5155,0.5358,9.69,,80.97,25.52,16.97,0.2363,0.0186,0.0156,-0.0146,0.0027,0.0023,,0.00086,2.0,0.023015,0.0,0.0,0.000398,2.0,0.007964,0.0,0.0,-79.8,1
24.837,419,0.6008,0.545,9.66,,80.97,23.06,16.97,0.2583,0.0186,0.0153,-0.0163,0.0027,0.0023,,0.000881,2.0,0.023333,0.0,0.0,0.000408,2.0,0.008099,0.0,0.0,-88.7,1
24.877,420,0.5811,0.545,9.65,,80.97,,16.97,0.2756,0.0186,0.0154,-0.0166,0.0027,0.0023,,0.000901,2.0,0.023651,0.0,0.0,0.000417,2.0,0.008234,0.0,0.0,-92.8,1
24.917,421,0.5978,0.545,9.63,,80.97,,16.97,0.2555,0.0186,0.0138,-0.0171,0.0027,0.0023,,0.000922,2.0,0.023969,0.0,0.0,0.000427,2.0,0.00837,0.0,0.0,-87.2,1
25.046,422,0.5515,0.545,9.58,,80.97,22.07,16.97,0.2183,0.0186,0.012,-0.0181,0.0027,0.0023,,0.000943,2.0,0.024285,0.0,0.0,0.000437,2.0,0.008506,0.0,0.0,-75.8,1
25.111,423,0.5556,0.545,9.56,,80.97,21.28,16.97,0.2213,0.0186,0.0117,-0.0196,0.0027,0.0023,,0.000964,2.0,0.0246,0.0,0.0,0.000446,2.0,0.008642,0.0,0.0,-71.9,1
25.146,424,0.5294,0.545,11.93,,80.97,22.71,16.97,0.2112,0.0186,0.0117,-0.0182,0.0027,0.0023,,0.000985,2.0,0.024913,0.0,0.0,0.000456,2.0,0.008777,0.0,0.0,-69.6,1
25.19,425,0.514,0.545,11.91,,80.97,29.04,18.76,0.2145,0.0186,0.013,-0.0179,0.0027,0.0023,,0.001006,2.0,0.025224,0.0,0.0,0.000466,2.0,0.008912,0.0,0.0,-70.4,1
25.226,426,0.4849,0.545,11.89,,80.97,24.5,18.76,0.199,0.0186,0.0129,-0.016,0.0027,0.0023,,0.001028,2.0,0.025533,0.0,0.0,0.000476,2.0,0.009047,0.0,0.0,-65.7,1
25.265,427,0.4597,0.545,11.87,,80.97,25.31,18.76,0.1502,0.0186,0.0106,-0.0147,0.0027,0.0023,,0.001049,2.0,0.02584,0.0,0.0,0.000486,2.0,0.009182,0.0,0.0,-49.8,1
25.32,428,0.4679,0.545,11.85,,80.97,23.0,18.76,0.1005,0.0186,0.0068,-0.0147,0.0027,0.0023,,0.001071,2.0,0.026144,0.0,0.0,0.000496,2.0,0.009315,0.0,0.0,-31.5,1
25.462,429,0.4674,0.545,11.78,83.37,80.97,22.6,18.76,0.0524,0.0186,-0.0055,-0.0145,0.0027,0.0023,875.0,0.001093,2.0,0.026445,0.0,0.0,0.000506,2.0,0.009449,0.0,0.0,18.4,0
25.512,430,0.4613,0.545,11.76,81.41,80.97,17.48,18.76,0.1321,0.0186,-0.0108,-0.0141,0.0027,0.0023,870.0,0.001114,2.0,0.026744,0.0,0.0,0.000516,2.0,0.009581,0.0,0.0,43.7,1
25.579,431,0.543,0.545,11.73,56.86,80.97,11.4,18.76,0.212,0.0186,-0.0145,-0.0154,0.0027,0.0023,875.0,0.001136,2.0,0.02704,0.0,0.0,0.000527,2.0,0.009713,0.0,0.0,72.0,1
25.628,432,0.5288,0.545,11.71,39.65,80.97,13.02,18.76,0.3126,0.0186,-0.0142,-0.0163,0.0027,0.0023,874.0,0.001158,2.0,0.027332,0.0,0.0,0.000537,2.0,0.009844,0.0,0.0,111.5,1
25.658,433,0.5227,0.545,11.69,29.07,80.97,16.79,18.76,0.1544,0.0186,-0.0047,-0.0165,0.0027,0.0023,882.0,0.00118,2.0,0.027621,0.0,0.0,0.000547,2.0,0.009974,0.0,0.0,52.6,1
25.694,434,0.507,0.545,11.68,35.56,80.97,21.65,18.76,0.175,0.0186,-0.0054,-0.0168,0.0027,0.0023,877.0,0.001201,2.0,0.027907,0.0,0.0,0.000557,2.0,0.010103,0.0,0.0,56.4,1
25.777,435,0.4654,0.545,11.64,66.82,80.97,23.33,18.76,0.0972,0.0189,0.0043,-0.0202,0.0027,0.0023,917.0,0.001223,2.0,0.028189,0.0,0.0,0.000567,2.0,0.010231,0.0,0.0,-24.2,0
25.815,436,0.4677,0.545,11.62,56.04,80.97,24.02,18.76,0.1065,0.0192,0.0046,-0.0204,0.0028,0.0023,908.0,0.001245,2.0,0.028467,0.0,0.0,0.000577,2.0,0.010358,0.0,0.0,-24.4,0
25.896,437,0.4569,0.545,11.58,66.59,80.97,22.54,18.76,0.0829,0.0194,0.0044,-0.021,0.0028,0.0023,901.0,0.001266,2.0,0.028742,0.0,0.0,0.000587,2.0,0.010484,0.0,0.0,-14.2,0
25.983,438,0.4759,0.545,11.55,64.47,80.97,22.59,18.76,0.1165,0.0194,0.0064,-0.0204,0.0028,0.0023,903.0,0.001287,2.0,0.029013,0.0,0.0,0.000597,2.0,0.010609,0.0,0.0,-30.9,1
26.061,439,0.5021,0.545,11.51,37.36,80.97,17.83,18.76,0.1393,0.0194,0.008,-0.0206,0.0028,0.0023,895.0,0.001309,2.0,0.02928,0.0,0.0,0.000607,2.0,0.010732,0.0,0.0,-45.4,1
26.104,440,0.5187,0.545,11.49,45.35,80.97,16.33,18.76,0.098,0.0196,0.0049,-0.019,0.0028,0.0023,895.0,0.00133,2.0,0.029543,0.0,0.0,0.000617,2.0,0.010854,0.0,0.0,-15.1,0
26.14,441,0.5554,0.545,11.48,45.47,80.97,16.64,18.76,0.0787,0.0197,0.0034,-0.0178,0.0028,0.0023,885.0,0.001351,2.0,0.029801,0.0,0.0,0.000627,2.0,0.010976,0.0,0.0,-1.5,0
26.215,442,0.5301,0.545,11.44,49.08,80.97,20.37,18.76,0.2241,0.0197,-0.0111,-0.0174,0.0028,0.0023,861.0,0.001371,2.0,0.030056,0.0,0.0,0.000636,2.0,0.011095,0.0,0.0,82.3,1
26.256,443,0.5279,0.545,11.43,51.03,80.97,19.94,18.76,0.2356,0.0197,-0.013,-0.015,0.0028,0.0023,859.0,0.001392,2.0,0.030307,0.0,0.0,0.000646,2.0,0.011214,0.0,0.0,83.1,1
26.334,444,0.4814,0.545,11.39,72.0,80.97,16.6,18.76,0.163,0.0197,-0.009,-0.0147,0.0028,0.0023,867.0,0.001412,2.0,0.030554,0.0,0.0,0.000656,2.0,0.011331,0.0,0.0,51.6,1
26.412,445,0.508,0.545,11.36,,80.97,17.3,18.76,0.0902,0.0199,-0.0043,-0.0166,0.0028,0.0023,878.0,0.001432,2.0,0.030796,0.0,0.0,0.000665,2.0,0.011447,0.0,0.0,25.0,0
26.529,446,0.5195,0.545,11.31,,80.97,21.29,18.76,0.0213,0.0199,0.003,-0.0169,0.0028,0.0023,908.0,0.001452,2.0,0.031035,0.0,0.0,0.000674,2.0,0.011562,0.0,0.0,-4.4,0
26.581,447,0.4753,0.545,11.29,,80.97,23.49,18.76,0.0326,0.0198,0.0047,-0.0143,0.0028,0.0023,910.0,0.001472,2.0,0.031269,0.0,0.0,0.000684,2.0,0.011675,0.0,0.0,-9.6,0
26.623,448,0.4652,0.545,11.27,,80.97,23.76,18.76,0.0544,0.0198,0.0066,-0.0133,0.0028,0.0023,917.0,0.001491,2.0,0.031499,0.0,0.0,0.000693,2.0,0.011787,0.0,0.0,-16.5,0
26.687,449,0.4753,0.545,11.24,,80.97,25.1,18.76,0.0389,0.0198,0.0051,-0.0139,0.0028,0.0023,919.0,0.00151,2.0,0.031725,0.0,0.0,0.000702,2.0,0.011897,0.0,0.0,-13.3,0
26.737,450,0.4738,0.545,11.22,,80.97,22.69,18.76,0.0359,0.0198,0.0048,-0.0134,0.0028,0.0023,922.0,0.001529,2.0,0.031947,0.0,0.0,0.000711,2.0,0.012006,0.0,0.0,-10.7,0
26.82,451,0.513,0.545,11.19,,80.97,20.15,18.76,0.0142,0.0198,0.0029,-0.0161,0.0028,0.0023,917.0,0.001548,2.0,0.032165,0.0,0.0,0.000719,2.0,0.012114,0.0,0.0,-4.8,0
26.884,452,0.5057,0.545,11.16,,80.97,20.93,18.76,0.027,0.0198,0.0039,-0.0138,0.0028,0.0024,915.0,0.001566,2.0,0.032379,0.0,0.0,0.000728,2.0,0.01222,0.0,0.0,-7.6,0
26.923,453,0.5017,0.545,11.14,,80.97,21.03,18.76,0.0076,0.0198,0.0026,-0.0156,0.0028,0.0024,919.0,0.001584,2.0,0.032588,0.0,0.0,0.000736,2.0,0.012325,0.0,0.0,-1.4,0
26.933,454,0.4916,0.545,11.14,,80.97,21.15,18.76,0.011,0.0198,0.0022,-0.014,0.0028,0.0024,915.0,0.001602,2.0,0.032794,0.0,0.0,0.000745,2.0,0.012428,0.0,0.0,-0.5,0
26.975,455,0.5001,0.545,11.12,,80.97,20.97,18.76,0.0115,0.0199,0.0024,-0.0148,0.0028,0.0024,919.5,0.001619,2.0,0.032996,0.0,0.0,0.000753,2.0,0.01253,0.0,0.0,-1.9,0
27.013,456,0.4859,0.545,11.11,,80.97,21.3,18.76,0.014,0.0199,0.0032,-0.0155,0.0028,0.0024,917.0,0.001636,2.0,0.033194,0.0,0.0,0.000761,2.0,0.012631,0.0,0.0,-5.2,0
27.038,457,0.4846,0.545,11.1,,80.97,21.69,18.76,0.0177,0.0199,0.0035,-0.0158,0.0029,0.0024,922.0,0.001653,2.0,0.033388,0.0,0.0,0.000769,2.0,0.01273,0.0,0.0,-6.0,0
27.132,458,0.4972,0.545,11.06,,80.97,21.4,18.76,0.0225,0.0198,0.0032,-0.016,0.0029,0.0024,922.0,0.001669,2.0,0.033579,0.0,0.0,0.000776,2.0,0.012828,0.0,0.0,-5.5,0
27.197,459,0.4966,0.545,11.03,,80.97,21.97,18.76,0.0229,0.0198,0.0037,-0.0178,0.0029,0.0024,922.0,0.001685,2.0,0.033766,0.0,0.0,0.000784,2.0,0.012924,0.0,0.0,-8.1,0
27.276,460,0.4909,0.545,11.0,,80.97,23.87,18.76,0.0336,0.0198,0.0052,-0.0168,0.0029,0.0024,920.0,0.001701,2.0,0.033949,0.0,0.0,0.000791,2.0,0.013019,0.0,0.0,-11.0,0
27.313,461,0.4924,0.545,10.98,,80.97,26.12,18.76,0.0285,0.0198,0.0044,-0.0168,0.0029,0.0024,912.0,0.001716,2.0,0.034129,0.0,0.0,0.000799,2.0,0.013113,0.0,0.0,-10.1,0
27.354,462,0.4982,0.545,10.97,,80.97,22.28,18.76,0.018,0.0198,0.0029,-0.0155,0.0029,0.0024,910.0,0.001731,2.0,0.034306,0.0,0.0,0.000806,2.0,0.013205,0.0,0.0,-4.6,0
27.363,463,0.5018,0.545,10.96,,80.97,21.05,18.76,0.0103,0.0198,0.0024,-0.0161,0.0029,0.0024,903.0,0.001746,2.0,0.034479,0.0,0.0,0.000812,2.0,0.013296,0.0,0.0,-3.2,0
27.428,464,0.4903,0.545,10.94,,80.97,22.9,18.76,0.0251,0.0198,0.0028,-0.0133,0.0029,0.0024,905.0,0.00176,2.0,0.034649,0.0,0.0,0.000819,2.0,0.013386,0.0,0.0,-5.5,0
27.468,465,0.4832,0.545,10.92,,80.97,22.12,18.76,0.0235,0.0198,0.004,-0.0168,0.0029,0.0024,905.0,0.001775,2.0,0.034817,0.0,0.0,0.000826,2.0,0.013475,0.0,0.0,-8.2,0
