t,frame_idx,ear,ear_threshold,blink_rate,smile_mm,smile_amplitude_mm,brow_mm,brow_amplitude_mm,asymmetry,asymmetry_std,gaze_dx,gaze_dy,gaze_x_std,gaze_y_std,face_distance_mm,tremor_chin_power_4_6hz,tremor_chin_dominant_hz,tremor_chin_motion_power,tremor_chin_lock_in,tremor_chin_pd_likelihood,tremor_lip_power_4_6hz,tremor_lip_dominant_hz,tremor_lip_motion_power,tremor_lip_lock_in,tremor_lip_pd_likelihood,head_yaw_deg,off_axis
13.402,252,0.4808,0.4879,26.86,,48.52,23.03,12.21,0.0206,0.0147,0.001,-0.0141,0.0021,0.0022,869.0,9.7e-05,2.77,0.002313,0.0,0.0,4.1e-05,2.29,0.00216,0.0,0.0,1.4,0
13.446,253,0.4797,0.4879,26.77,,48.52,22.89,12.21,0.0169,0.0147,0.001,-0.0138,0.0021,0.0022,869.0,0.0001,2.76,0.002314,0.0,0.0,4.3e-05,2.28,0.002158,0.0,0.0,0.5,0
13.494,254,0.4903,0.4879,26.68,,48.52,23.89,12.21,0.0205,0.0147,0.0029,-0.0141,0.0021,0.0022,869.0,0.0001,2.75,0.002316,0.0,0.0,4.3e-05,2.27,0.002156,0.0,0.0,-4.6,0
13.52,255,0.4865,0.4879,26.63,,48.52,23.0,12.21,0.0184,0.0146,0.0014,-0.0141,0.0021,0.0022,869.0,0.0001,2.86,0.002318,0.0,0.0,4.4e-05,2.26,0.002154,0.0,0.0,-0.0,0
13.56,256,0.4779,0.4879,26.55,,48.52,21.96,12.21,0.0198,0.0146,0.0012,-0.0132,0.0021,0.0022,869.0,0.0001,2.85,0.00232,0.0,0.0,4.4e-05,2.25,0.002152,0.0,0.0,0.5,0
13.652,257,0.4775,0.4879,26.37,,48.52,24.17,12.21,0.0223,0.0146,0.003,-0.0144,0.0021,0.0022,869.0,0.0001,2.83,0.002323,0.0,0.0,4.6e-05,2.24,0.00215,0.0,0.0,-6.9,0
13.691,258,0.4694,0.4879,26.29,,48.52,22.38,12.21,0.0171,0.0146,0.0018,-0.0141,0.0021,0.0022,869.0,0.000105,2.82,0.002326,0.0,0.0,5e-05,2.24,0.002149,0.0,0.0,-3.2,0
13.767,259,0.4775,0.4879,26.15,,48.52,23.07,12.21,0.0298,0.0145,0.003,-0.0161,0.0021,0.0022,869.0,9.9e-05,2.81,0.002329,0.0,0.0,4.1e-05,2.23,0.002147,0.0,0.0,-8.3,0
13.794,260,0.4767,0.4879,26.1,,48.52,23.57,12.21,0.0356,0.0145,0.0037,-0.0156,0.0021,0.0022,869.0,9.8e-05,2.8,0.002333,0.0,0.0,4.1e-05,2.33,0.002145,0.0,0.0,-10.6,0
13.927,261,0.4744,0.4879,25.85,,48.52,23.39,12.21,0.0373,0.0145,0.0032,-0.016,0.0021,0.0022,869.0,9.7e-05,2.79,0.002337,0.0,0.0,4.1e-05,2.33,0.002144,0.0,0.0,-13.0,0
14.083,262,0.4948,0.4879,25.56,,48.52,24.4,12.21,0.0361,0.0145,0.0021,-0.0171,0.0021,0.0022,869.0,9.6e-05,2.78,0.002341,0.0,0.0,4.1e-05,2.32,0.002142,0.0,0.0,-9.5,0
14.107,263,0.4986,0.4879,25.52,,48.52,23.46,12.21,0.0486,0.0146,0.0042,-0.0167,0.0021,0.0022,870.0,0.0001,2.77,0.002346,0.0,0.0,4.4e-05,2.31,0.002141,0.0,0.0,-16.5,0
14.24,264,0.4892,0.4879,25.28,,48.52,23.14,12.21,0.0295,0.0145,0.0023,-0.0184,0.0021,0.0022,869.0,0.000101,2.76,0.002351,0.0,0.0,4.5e-05,2.3,0.002139,0.0,0.0,-8.4,0
14.383,265,0.4776,0.4879,29.2,,48.52,24.22,12.21,0.0244,0.0145,0.0021,-0.017,0.0021,0.0022,869.0,0.000101,3.55,0.002357,0.011,0.0,4.6e-05,2.29,0.002137,0.0,0.0,-7.3,0
14.463,266,0.4714,0.4879,29.04,,48.52,26.86,12.21,0.0318,0.0145,0.0028,-0.0158,0.0021,0.0022,869.0,9.6e-05,3.54,0.002363,0.022,0.0,4e-05,2.28,0.002136,0.0,0.0,-9.2,0
14.501,267,0.4774,0.4918,28.96,,48.52,23.73,12.21,0.0329,0.0145,0.0028,-0.0158,0.0021,0.0022,869.0,9.5e-05,2.84,0.002369,0.022,0.0,4e-05,2.27,0.002135,0.0,0.0,-9.2,0
14.538,268,0.4759,0.4918,28.89,,48.52,24.82,12.21,0.0136,0.0144,0.0006,-0.0169,0.0021,0.0022,869.0,9.8e-05,2.83,0.002376,0.022,0.0,4.1e-05,2.26,0.002134,0.0,0.0,-3.2,0
14.578,269,0.4859,0.4918,28.81,73.92,48.52,23.24,12.21,0.0092,0.0144,0.0007,-0.0162,0.0021,0.0022,869.0,9.8e-05,2.82,0.002383,0.022,0.0,4.1e-05,2.26,0.002132,0.0,0.0,-2.3,0
14.656,270,0.471,0.4918,28.66,,48.52,23.71,12.21,0.0063,0.0145,-0.0003,-0.0155,0.0021,0.0022,869.0,9.8e-05,2.81,0.00239,0.022,0.0,4.2e-05,2.25,0.002131,0.0,0.0,-0.5,0
14.695,271,0.4779,0.4918,28.58,,48.52,24.53,12.21,0.0151,0.0144,0.0012,-0.016,0.0021,0.0022,869.0,9.8e-05,2.8,0.002398,0.022,0.0,4.2e-05,2.24,0.00213,0.0,0.0,-5.1,0
14.745,272,0.4603,0.4918,28.48,,48.52,23.22,12.21,0.0123,0.0144,0.0008,-0.0152,0.0021,0.0022,869.0,9.8e-05,2.79,0.002406,0.022,0.0,4.3e-05,2.23,0.002129,0.0,0.0,-3.7,0
14.784,273,0.4611,0.4918,28.41,,48.52,21.43,12.21,0.012,0.0144,-0.002,-0.014,0.0021,0.0022,869.0,0.000103,2.78,0.002415,0.022,0.0,4.7e-05,2.33,0.002128,0.0,0.0,3.6,0
14.865,274,0.4668,0.4918,28.25,,48.52,22.12,12.21,0.0234,0.0144,-0.0027,-0.0153,0.0021,0.0022,863.0,9.7e-05,2.77,0.002423,0.022,0.0,4e-05,2.32,0.002127,0.0,0.0,7.8,0
14.889,275,0.4563,0.4918,28.21,,48.52,22.17,12.21,0.0225,0.0144,-0.0022,-0.0147,0.0021,0.0022,858.0,9.6e-05,2.76,0.002433,0.022,0.0,4e-05,2.32,0.002126,0.0,0.0,6.4,0
14.929,276,0.4738,0.4918,28.13,,48.52,22.68,12.21,0.0116,0.0144,-0.0003,-0.0166,0.0021,0.0021,866.0,9.5e-05,3.52,0.002442,0.033,0.0,4e-05,2.31,0.002125,0.0,0.0,-1.4,0
14.968,277,0.4591,0.4918,28.06,,48.52,22.55,12.21,0.0092,0.0144,-0.0005,-0.0154,0.0021,0.0021,869.0,9.5e-05,3.61,0.002452,0.044,0.0,4e-05,2.3,0.002124,0.0,0.0,-1.4,0
15.127,278,0.4813,0.4886,27.76,,48.52,23.21,12.21,0.0223,0.0143,0.0011,-0.0144,0.0021,0.0021,869.0,9.5e-05,3.6,0.002463,0.056,0.0,4e-05,2.29,0.002123,0.0,0.0,-6.6,0
15.165,279,0.4662,0.4886,27.7,99.07,48.52,21.46,12.21,0.013,0.0143,-0.0005,-0.0149,0.0021,0.0021,869.0,9.9e-05,3.59,0.002474,0.067,0.0,4.3e-05,2.28,0.002123,0.0,0.0,-0.5,0
15.201,280,0.4831,0.4886,27.63,69.28,48.52,22.67,12.21,0.0119,0.0143,-0.0004,-0.0158,0.0021,0.0021,863.0,0.0001,3.57,0.002485,0.078,0.0,4.4e-05,2.27,0.002121,0.0,0.0,-0.9,0
15.214,281,0.4891,0.4886,27.61,,48.52,22.37,12.21,0.0186,0.0143,0.0003,-0.0169,0.0021,0.0021,869.0,9.5e-05,3.56,0.002496,0.089,0.0,3.9e-05,2.27,0.002121,0.0,0.0,-3.7,0
15.242,282,0.4904,0.4886,27.56,,48.52,21.49,12.21,0.0159,0.0143,-0.0013,-0.0171,0.0021,0.0021,863.0,9.4e-05,2.8,0.002508,0.089,0.0,3.9e-05,2.26,0.00212,0.0,0.0,2.3,0
15.28,283,0.4855,0.4886,31.41,96.68,48.52,24.96,12.21,0.0212,0.0143,-0.0018,-0.0154,0.0021,0.0021,869.0,9.7e-05,2.79,0.002521,0.089,0.0,4e-05,2.25,0.00212,0.0,0.0,2.8,0
15.331,284,0.4839,0.4886,31.31,,48.52,22.08,12.21,0.0218,0.0142,-0.0014,-0.0156,0.0021,0.0021,867.0,9.7e-05,2.78,0.002533,0.089,0.0,4e-05,2.24,0.002119,0.0,0.0,1.4,0
15.477,285,0.484,0.4886,31.01,99.22,48.52,22.41,12.21,0.0179,0.0142,0.0,-0.0169,0.0021,0.0021,867.0,9.7e-05,2.77,0.002546,0.089,0.0,4.1e-05,2.34,0.002118,0.0,0.0,-3.7,0
15.516,286,0.4736,0.4886,30.94,,48.52,22.33,12.21,0.018,0.0142,-0.0016,-0.0141,0.0021,0.0021,869.0,9.7e-05,3.6,0.002559,0.1,0.0,4.1e-05,2.33,0.002117,0.0,0.0,2.8,0
15.555,287,0.4835,0.4886,30.86,,48.52,21.42,12.21,0.0094,0.0142,-0.0008,-0.0154,0.0021,0.0021,869.0,9.7e-05,3.59,0.002573,0.111,0.0,4.2e-05,2.32,0.002117,0.0,0.0,-1.4,0
15.593,288,0.4774,0.4886,30.78,,48.52,21.9,12.21,0.011,0.0142,-0.0016,-0.0147,0.0021,0.0021,869.0,0.000102,3.58,0.002587,0.122,0.0,4.5e-05,2.32,0.002116,0.0,0.0,0.5,0
15.632,289,0.4986,0.4886,30.71,,48.52,22.67,12.21,0.0077,0.0142,-0.0014,-0.0148,0.0021,0.0021,869.0,9.6e-05,3.57,0.002601,0.133,0.0,4e-05,2.31,0.002115,0.0,0.0,-0.5,0
15.669,290,0.4761,0.4886,30.63,,48.52,21.69,12.21,0.018,0.0142,-0.0016,-0.0152,0.0021,0.0021,866.0,9.5e-05,3.55,0.002616,0.144,0.0,3.9e-05,2.3,0.002115,0.0,0.0,0.5,0
15.752,291,0.4776,0.4886,30.47,,48.52,22.63,12.21,0.02,0.0142,-0.0003,-0.0155,0.0021,0.0021,867.0,9.5e-05,3.54,0.002631,0.156,0.0,3.9e-05,2.29,0.002115,0.0,0.0,-3.7,0
15.788,292,0.4878,0.4886,30.4,,48.52,23.44,12.21,0.0197,0.0141,-0.0023,-0.0156,0.0021,0.0021,864.0,9.5e-05,3.53,0.002646,0.167,0.0,3.9e-05,2.28,0.002114,0.0,0.0,3.3,0
15.828,293,0.4898,0.4886,30.33,,48.52,22.36,12.21,0.0152,0.0141,-0.0018,-0.0159,0.0021,0.0021,869.0,9.5e-05,3.62,0.002661,0.178,0.0,4e-05,2.28,0.002113,0.0,0.0,0.9,0
15.946,294,0.4913,0.4886,30.1,,48.52,22.62,12.21,0.0097,0.0141,-0.0008,-0.0148,0.0021,0.0021,869.0,9.9e-05,3.61,0.002677,0.189,0.0,4.2e-05,2.27,0.002113,0.0,0.0,-1.4,0
15.985,295,0.4726,0.4886,33.78,,48.52,21.67,12.21,0.0151,0.0141,-0.0012,-0.0149,0.0021,0.0021,866.0,0.0001,3.6,0.002693,0.2,0.0,4.3e-05,2.26,0.002113,0.0,0.0,0.0,0
16.037,296,0.4792,0.4886,33.67,,48.52,20.76,12.21,0.0202,0.0141,-0.0019,-0.0163,0.0021,0.0021,867.0,9.5e-05,3.58,0.002709,0.211,0.0,3.9e-05,2.25,0.002113,0.0,0.0,0.9,0
16.102,297,0.4942,0.4801,33.54,,48.52,22.23,12.21,0.0266,0.0141,-0.0015,-0.0171,0.0021,0.0021,861.0,9.4e-05,3.57,0.002725,0.222,0.0,3.9e-05,2.24,0.002113,0.0,0.0,-0.5,0
16.139,298,0.491,0.4801,33.46,,48.52,21.54,12.21,0.0217,0.014,-0.0029,-0.0166,0.0021,0.0021,859.0,9.7e-05,3.56,0.002742,0.233,0.0,4e-05,2.34,0.002113,0.0,0.0,4.2,0
16.193,299,0.4685,0.4801,37.05,,48.52,22.66,12.21,0.0221,0.014,-0.0023,-0.0173,0.0021,0.0021,861.0,9.7e-05,3.55,0.002759,0.244,0.0,4e-05,2.33,0.002112,0.0,0.0,3.3,0
16.234,300,0.5009,0.4801,36.96,,48.52,21.01,12.21,0.0247,0.014,-0.0026,-0.0179,0.0021,0.0021,864.0,9.7e-05,3.54,0.002776,0.256,0.0,4e-05,2.32,0.002112,0.0,0.0,2.8,0
16.261,301,0.4982,0.4801,36.9,,48.52,21.76,12.21,0.0188,0.014,-0.0026,-0.0179,0.0021,0.0021,863.0,9.7e-05,3.62,0.002793,0.267,0.0,4.1e-05,2.32,0.002112,0.0,0.0,2.3,0
16.298,302,0.496,0.4801,36.81,,48.52,22.45,12.21,0.0149,0.0139,-0.0018,-0.0174,0.0021,0.0021,863.0,9.8e-05,3.61,0.00281,0.278,0.0,4.2e-05,2.31,0.002112,0.0,0.0,0.5,0
16.378,303,0.5059,0.4823,36.63,,48.52,22.66,12.21,0.0162,0.0139,-0.0015,-0.0177,0.0021,0.0021,869.0,0.000102,3.6,0.002828,0.289,0.0,4.5e-05,2.3,0.002113,0.0,0.0,-0.5,0
16.42,304,0.4973,0.4823,36.54,,48.52,25.24,12.21,0.0259,0.0139,-0.0003,-0.0182,0.0021,0.0021,869.0,0.000102,3.6,0.002825,0.3,0.0,4.4e-05,2.3,0.00209,0.0,0.0,-4.6,0
16.498,305,0.4973,0.4823,36.37,,48.52,23.04,12.21,0.0166,0.0139,-0.0007,-0.0186,0.0021,0.0021,869.0,0.000101,3.6,0.002822,0.311,0.0,4.4e-05,2.3,0.002068,0.0,0.0,-1.9,0
16.549,306,0.4762,0.4823,39.88,,48.52,22.32,12.21,0.0253,0.0139,-0.0027,-0.0158,0.0021,0.0021,867.0,0.0001,3.6,0.002819,0.322,0.0,4.3e-05,2.3,0.002045,0.0,0.0,3.7,0
16.59,307,0.4469,0.4823,39.78,,48.52,22.83,12.21,0.0103,0.0139,-0.0004,-0.0137,0.0021,0.0021,869.0,0.0001,3.6,0.002816,0.333,0.0,4.3e-05,2.3,0.002023,0.0,0.0,-2.3,0
16.694,308,0.4161,0.4789,39.53,,48.52,23.86,12.21,0.0135,0.0138,-0.0019,-0.0133,0.0021,0.0021,859.0,9.9e-05,3.6,0.002814,0.344,0.0,4.3e-05,2.3,0.002001,0.0,0.0,3.7,0
16.733,309,0.4287,0.4789,39.44,,48.52,23.43,12.21,0.0181,0.0138,-0.0021,-0.0133,0.0021,0.0021,856.0,9.9e-05,3.6,0.002812,0.356,0.0,4.2e-05,2.3,0.00198,0.0,0.0,6.5,0
16.808,310,0.4537,0.4789,39.27,,48.52,24.08,12.21,0.0329,0.0138,-0.0034,-0.0144,0.0021,0.0021,856.0,9.8e-05,3.6,0.002811,0.367,0.0,4.2e-05,2.3,0.001958,0.0,0.0,12.5,0
16.854,311,0.4601,0.4789,39.16,,48.52,22.91,12.21,0.0345,0.0138,-0.0035,-0.0136,0.0021,0.0021,844.0,9.7e-05,3.6,0.00281,0.378,0.0,4.2e-05,2.3,0.001937,0.0,0.0,13.9,0
16.897,312,0.4727,0.4789,39.06,,48.52,22.6,12.21,0.0418,0.0138,-0.0041,-0.0139,0.0022,0.0021,853.0,9.7e-05,3.6,0.002809,0.389,0.0,4.1e-05,2.3,0.001916,0.0,0.0,15.6,0
16.974,313,0.4571,0.4789,38.88,,48.52,21.85,12.21,0.036,0.0138,-0.0039,-0.0139,0.0022,0.0021,856.0,9.6e-05,3.6,0.002808,0.4,0.0,4.1e-05,2.3,0.001895,0.0,0.0,14.0,0
17.013,314,0.4655,0.4789,38.79,,48.52,23.95,12.21,0.0148,0.0138,-0.0015,-0.0164,0.0022,0.0021,856.0,9.6e-05,3.6,0.002808,0.411,0.0,4.1e-05,2.3,0.001875,0.0,0.0,4.6,0
17.049,315,0.4636,0.4789,38.71,,48.52,21.32,12.21,0.0292,0.0138,-0.0027,-0.0144,0.0022,0.0021,855.0,9.5e-05,3.6,0.002808,0.422,0.0,4e-05,2.3,0.001854,0.0,0.0,8.7,0
17.13,316,0.4676,0.4789,38.53,,48.52,22.31,12.21,0.0095,0.0138,0.0004,-0.0138,0.0022,0.0021,863.0,9.5e-05,3.6,0.002809,0.433,0.0,4e-05,2.3,0.001835,0.0,0.0,-0.9,0
17.169,317,0.45,0.4789,38.44,,48.52,23.66,12.21,0.0133,0.0138,0.0005,-0.0133,0.0022,0.0021,861.0,9.5e-05,3.6,0.00281,0.444,0.0,4e-05,2.3,0.001815,0.0,0.0,-0.9,0
17.247,318,0.4667,0.4789,38.27,,48.52,23.9,12.21,0.0241,0.0138,0.0017,-0.0144,0.0022,0.0021,869.0,9.4e-05,3.6,0.002811,0.456,0.0,4e-05,2.3,0.001796,0.0,0.0,-5.9,0
17.298,319,0.4488,0.4789,38.16,,48.52,23.5,12.21,0.0092,0.0138,0.0007,-0.0135,0.0022,0.0021,861.0,9.4e-05,3.6,0.002813,0.467,0.0,4e-05,2.3,0.001777,0.0,0.0,-0.5,0
17.375,320,0.4691,0.4789,37.98,78.21,48.52,22.55,12.21,0.0391,0.0138,0.0034,-0.0143,0.0022,0.0021,869.0,9.4e-05,3.6,0.002816,0.478,0.0,3.9e-05,2.3,0.001759,0.0,0.0,-11.4,0
17.482,321,0.4749,0.4789,37.75,,48.52,23.11,12.21,0.0523,0.0138,0.0044,-0.0144,0.0022,0.0021,870.0,9.3e-05,3.6,0.002818,0.489,0.0,3.9e-05,2.3,0.00174,0.0,0.0,-15.9,0
17.561,322,0.4738,0.4789,37.58,,48.52,24.19,12.21,0.0708,0.0141,0.0067,-0.014,0.0022,0.0021,880.0,9.3e-05,3.6,0.002822,0.5,0.0,3.9e-05,2.3,0.001723,0.0,0.0,-22.6,0
17.571,323,0.4878,0.4789,37.56,,48.52,23.3,12.21,0.0474,0.0141,0.0044,-0.0149,0.0022,0.0021,869.0,9.3e-05,3.6,0.002825,0.511,0.0,3.9e-05,2.3,0.001705,0.0,0.0,-15.5,0
17.649,324,0.4887,0.4789,37.4,,48.52,24.42,12.21,0.0834,0.0141,0.0074,-0.0151,0.0022,0.0021,895.0,9.3e-05,3.6,0.002829,0.522,0.0,3.9e-05,2.3,0.001689,0.0,0.0,-26.5,1
17.688,325,0.5211,0.4896,37.31,,48.52,23.58,12.21,0.0964,0.0141,0.0082,-0.0152,0.0022,0.0021,890.0,9.2e-05,3.6,0.002834,0.533,0.0,3.9e-05,2.3,0.001672,0.0,0.0,-30.7,1
17.714,326,0.503,0.4896,37.26,,48.52,27.2,12.21,0.0926,0.0141,0.0075,-0.016,0.0022,0.0021,895.0,9.2e-05,3.6,0.002839,0.544,0.0,3.9e-05,2.3,0.001656,0.0,0.0,-28.3,1
17.767,327,0.4863,0.4896,40.52,,48.52,24.75,12.21,0.0781,0.0144,0.006,-0.0141,0.0022,0.0021,886.0,9.2e-05,3.6,0.002844,0.556,0.0,3.9e-05,2.3,0.00164,0.0,0.0,-23.1,0
17.871,328,0.5033,0.4896,40.29,,48.52,22.73,12.21,0.0658,0.0146,0.005,-0.0148,0.0022,0.0021,890.0,9.2e-05,3.6,0.00285,0.567,0.0,3.9e-05,2.3,0.001625,0.0,0.0,-20.3,0
17.91,329,0.4761,0.4896,40.2,,48.52,24.8,12.21,0.0627,0.0147,0.0049,-0.013,0.0022,0.0021,883.0,9.2e-05,3.6,0.002857,0.578,0.0,3.9e-05,2.3,0.00161,0.0,0.0,-18.4,0
17.923,330,0.4597,0.4896,40.17,,48.52,23.75,12.21,0.0239,0.0147,0.0022,-0.0158,0.0022,0.0021,870.0,9.2e-05,3.6,0.002863,0.589,0.0,3.8e-05,2.3,0.001596,0.0,0.0,-7.3,0
17.994,331,0.4476,0.4896,40.01,,48.52,23.97,12.21,0.0088,0.0147,0.0006,-0.0151,0.0022,0.002,869.0,9.2e-05,3.6,0.002871,0.6,0.0,3.8e-05,2.3,0.001582,0.0,0.0,-1.8,0
18.025,332,0.4575,0.4896,39.94,,48.52,23.13,12.21,0.0076,0.0147,0.0001,-0.0153,0.0022,0.002,869.0,9.2e-05,3.6,0.002878,0.611,0.0,3.8e-05,2.3,0.001569,0.0,0.0,1.4,0
18.109,333,0.4749,0.4896,39.76,,48.52,21.67,12.21,0.0526,0.0148,-0.0046,-0.0146,0.0022,0.002,866.0,9.2e-05,3.6,0.002886,0.622,0.0,3.8e-05,2.3,0.001556,0.0,0.0,18.2,0
18.159,334,0.4683,0.4896,39.65,,48.52,20.12,12.21,0.0596,0.0149,-0.0053,-0.0144,0.0023,0.002,863.0,9.2e-05,3.6,0.002895,0.633,0.0,3.8e-05,2.3,0.001543,0.0,0.0,20.6,0
18.237,335,0.4635,0.4896,39.48,,48.52,21.7,12.21,0.0404,0.0149,-0.0035,-0.0145,0.0023,0.002,863.0,9.2e-05,3.6,0.002904,0.644,0.0,3.8e-05,2.4,0.001531,0.0,0.0,14.4,0
18.353,336,0.475,0.4896,39.23,,48.52,22.33,12.21,0.0207,0.0149,-0.0019,-0.014,0.0023,0.002,864.0,9.2e-05,3.6,0.002913,0.656,0.0,3.9e-05,2.4,0.00152,0.0,0.0,8.2,0
18.39,337,0.4548,0.4896,39.15,,48.52,21.48,12.21,0.0204,0.0149,-0.0017,-0.014,0.0023,0.002,869.0,9.2e-05,3.6,0.002923,0.667,0.0,3.9e-05,2.4,0.001509,0.0,0.0,5.9,0
18.418,338,0.448,0.4896,39.09,,48.52,22.89,12.21,0.0124,0.0148,-0.0009,-0.0155,0.0023,0.002,869.0,9.2e-05,3.6,0.002933,0.678,0.0,3.9e-05,2.4,0.001498,0.0,0.0,2.7,0
18.458,339,0.4611,0.4896,39.01,,48.52,22.59,12.21,0.0119,0.0148,0.0007,-0.0155,0.0023,0.002,869.0,9.2e-05,3.6,0.002944,0.689,0.1,3.9e-05,2.4,0.001488,0.0,0.0,-2.3,0
18.509,340,0.4757,0.4896,38.9,,48.52,22.78,12.21,0.0187,0.0148,0.0,-0.0168,0.0023,0.002,869.0,9.3e-05,3.6,0.002955,0.7,0.6,3.9e-05,2.4,0.001478,0.0,0.0,-2.3,0
18.536,341,0.4775,0.4896,38.84,,48.52,22.68,12.21,0.0134,0.0148,0.0,-0.0155,0.0023,0.002,869.0,9.3e-05,3.6,0.002966,0.711,1.0,3.9e-05,2.4,0.001469,0.0,0.0,-2.3,0
18.615,342,0.488,0.4896,38.68,,48.52,23.53,12.21,0.0233,0.0148,0.0011,-0.0176,0.0023,0.002,870.0,9.3e-05,3.6,0.002978,0.722,1.5,3.9e-05,2.4,0.00146,0.0,0.0,-5.1,0
18.733,343,0.4672,0.4896,38.43,,48.52,23.58,12.21,0.015,0.0148,0.0008,-0.0168,0.0023,0.002,869.0,9.3e-05,3.6,0.00299,0.733,1.9,3.9e-05,2.4,0.001451,0.0,0.0,-3.2,0
18.772,344,0.4765,0.4896,38.35,,48.52,23.24,12.21,0.0135,0.0148,0.0,-0.0164,0.0023,0.002,869.0,9.3e-05,3.6,0.003002,0.744,2.4,3.9e-05,2.4,0.001443,0.0,0.0,-1.4,0
18.808,345,0.4704,0.4896,38.28,,48.52,22.42,12.21,0.0154,0.0147,-0.0014,-0.0166,0.0023,0.002,863.0,9.4e-05,3.6,0.003015,0.756,2.8,3.9e-05,2.4,0.001436,0.0,0.0,2.3,0
18.847,346,0.4682,0.4896,38.2,96.36,48.52,22.22,12.21,0.0109,0.0147,-0.0011,-0.0161,0.0023,0.002,864.0,9.4e-05,3.6,0.003027,0.767,3.3,3.9e-05,2.4,0.001429,0.0,0.0,1.8,0
18.888,347,0.4587,0.4896,38.12,,48.52,22.7,12.21,0.0122,0.0147,-0.0003,-0.0163,0.0023,0.002,869.0,9.4e-05,3.6,0.00304,0.778,3.7,3.9e-05,2.4,0.001422,0.0,0.0,0.0,0
18.927,348,0.468,0.4896,38.04,,48.52,23.28,12.21,0.0161,0.0147,0.0008,-0.0154,0.0022,0.002,869.0,9.4e-05,3.6,0.003054,0.789,4.1,4e-05,2.4,0.001416,0.0,0.0,-3.2,0
18.964,349,0.4667,0.4896,37.97,,48.52,22.85,12.21,0.0166,0.0147,0.0008,-0.0151,0.0022,0.002,869.0,9.5e-05,3.6,0.003067,0.8,4.6,4e-05,2.4,0.00141,0.0,0.0,-2.8,0
19.045,350,0.477,0.4896,37.8,,48.52,22.19,12.21,0.0261,0.0147,0.0017,-0.0141,0.0022,0.002,869.0,9.5e-05,3.6,0.003081,0.811,5.0,4e-05,2.4,0.001405,0.0,0.0,-6.9,0
19.084,351,0.4666,0.4896,37.73,94.41,48.52,22.66,12.21,0.015,0.0147,0.0013,-0.0143,0.0022,0.002,869.0,9.5e-05,3.6,0.003095,0.822,5.5,4e-05,2.4,0.0014,0.0,0.0,-5.1,0
19.177,352,0.4882,0.4896,37.54,,48.52,22.5,12.21,0.018,0.0146,0.0018,-0.014,0.0022,0.002,872.0,9.6e-05,3.6,0.00311,0.833,5.9,4e-05,2.4,0.001396,0.0,0.0,-7.1,0
19.252,353,0.4725,0.4896,37.4,,48.52,23.74,12.21,0.0184,0.0146,0.0018,-0.0147,0.0022,0.002,869.0,9.6e-05,3.6,0.003124,0.844,6.4,4e-05,2.4,0.001392,0.0,0.0,-5.1,0
19.279,354,0.4752,0.4896,37.35,,48.52,22.82,12.21,0.0074,0.0146,0.0003,-0.015,0.0022,0.002,869.0,9.7e-05,3.6,0.003139,0.856,6.8,4e-05,2.4,0.001388,0.0,0.0,-1.8,0
19.317,355,0.4714,0.4896,37.27,,48.52,22.56,12.21,0.0086,0.0146,0.0001,-0.014,0.0022,0.002,869.0,9.7e-05,3.6,0.003153,0.856,6.8,4.1e-05,2.4,0.001385,0.0,0.0,-1.8,0
19.367,356,0.4685,0.4896,37.18,,48.52,22.58,12.21,0.0117,0.0146,0.0007,-0.0131,0.0022,0.002,869.0,9.7e-05,3.6,0.003168,0.856,6.8,4.1e-05,2.4,0.001382,0.0,0.0,-1.8,0
19.433,357,0.4736,0.4896,37.05,,48.52,22.51,12.21,0.0161,0.0146,0.0011,-0.0142,0.0022,0.002,869.0,9.8e-05,2.1,0.003184,0.856,6.8,4.1e-05,2.4,0.001379,0.0,0.0,-3.7,0
19.476,358,0.4909,0.4896,36.97,,48.52,23.31,12.21,0.0203,0.0146,0.0008,-0.014,0.0022,0.002,869.0,9.8e-05,2.1,0.003199,0.856,6.8,4.1e-05,2.4,0.001377,0.0,0.0,-3.2,0
19.514,359,0.4788,0.4896,36.9,,48.52,21.64,12.21,0.0153,0.0146,0.0001,-0.0144,0.0022,0.002,870.0,9.8e-05,2.1,0.003214,0.856,6.8,4.1e-05,2.4,0.001375,0.0,0.0,-1.8,0
19.554,360,0.4614,0.4896,36.82,,48.52,23.14,12.21,0.0201,0.0146,0.0008,-0.0159,0.0022,0.002,872.0,9.9e-05,2.1,0.00323,0.856,6.8,4.1e-05,2.4,0.001374,0.0,0.0,-2.8,0
19.593,361,0.4753,0.4896,36.75,,48.52,22.28,12.21,0.0146,0.0146,-0.0004,-0.0149,0.0022,0.002,869.0,9.9e-05,2.1,0.003245,0.856,6.8,4.1e-05,2.4,0.001373,0.0,0.0,1.4,0
19.667,362,0.4974,0.4896,36.61,,48.52,21.86,12.21,0.0094,0.0146,-0.0001,-0.0162,0.0022,0.002,869.0,0.0001,2.1,0.003261,0.856,6.8,4.2e-05,2.4,0.001372,0.0,0.0,-0.5,0
19.838,363,0.4874,0.4896,36.29,,48.52,21.61,12.21,0.0078,0.0146,-0.0004,-0.0147,0.0022,0.002,869.0,0.0001,2.7,0.003277,0.856,6.8,4.2e-05,2.4,0.001371,0.0,0.0,1.8,0
