t,frame_idx,ear,ear_threshold,blink_rate,smile_mm,smile_amplitude_mm,brow_mm,brow_amplitude_mm,asymmetry,asymmetry_std,gaze_dx,gaze_dy,gaze_x_std,gaze_y_std,face_distance_mm,tremor_chin_power_4_6hz,tremor_chin_dominant_hz,tremor_chin_motion_power,tremor_chin_lock_in,tremor_chin_pd_likelihood,tremor_lip_power_4_6hz,tremor_lip_dominant_hz,tremor_lip_motion_power,tremor_lip_lock_in,tremor_lip_pd_likelihood,head_yaw_deg,off_axis
19.903,364,0.4715,0.4896,36.18,,48.52,21.86,12.21,0.0107,0.0146,0.0004,-0.0159,0.0022,0.002,869.0,0.0001,2.7,0.003293,0.856,6.8,4.2e-05,2.4,0.001371,0.0,0.0,0.0,0
19.941,365,0.4602,0.4896,36.11,,48.52,22.49,12.21,0.005,0.0146,0.0004,-0.0154,0.0022,0.002,869.0,0.000101,2.7,0.003309,0.856,6.8,4.2e-05,2.4,0.001371,0.0,0.0,0.0,0
19.985,366,0.4285,0.4896,36.03,,48.52,23.18,12.21,0.0061,0.0146,-0.0004,-0.0125,0.0022,0.002,869.0,0.000101,2.7,0.003325,0.844,6.3,4.2e-05,2.4,0.001372,0.0,0.0,0.9,0
20.022,367,0.4399,0.4896,35.96,,48.52,22.5,12.21,0.0134,0.0146,0.0007,-0.0135,0.0022,0.002,869.0,0.000102,2.7,0.003341,0.833,5.9,4.2e-05,2.4,0.001373,0.0,0.0,-2.4,0
20.062,368,0.4309,0.4896,35.89,,48.52,22.98,12.21,0.0094,0.0146,-0.0001,-0.0128,0.0022,0.002,869.0,0.000102,2.7,0.003358,0.822,5.4,4.2e-05,2.4,0.001374,0.0,0.0,0.5,0
20.102,369,0.4252,0.4896,35.82,,48.52,22.87,12.21,0.023,0.0145,0.0015,-0.0124,0.0022,0.002,869.0,0.000102,2.7,0.003374,0.811,5.0,4.2e-05,2.4,0.001375,0.0,0.0,-6.5,0
20.14,370,0.4413,0.4896,35.75,,48.52,22.9,12.21,0.0093,0.0145,0.0004,-0.0131,0.0022,0.002,869.0,0.000103,2.7,0.003391,0.8,4.5,4.3e-05,2.4,0.001377,0.0,0.0,-0.9,0
20.218,371,0.467,0.4896,35.61,,48.52,22.71,12.21,0.0133,0.0145,0.0011,-0.013,0.0022,0.002,872.0,0.000103,2.7,0.003408,0.789,4.1,4.3e-05,2.4,0.001378,0.0,0.0,-4.6,0
20.257,372,0.479,0.4896,35.54,,48.52,22.83,12.21,0.022,0.0145,0.001,-0.0147,0.0022,0.002,869.0,0.000103,2.7,0.003425,0.789,4.1,4.3e-05,3.7,0.001381,0.011,0.0,-4.6,0
20.373,373,0.4853,0.4896,35.34,,48.52,22.43,12.21,0.012,0.0145,0.0005,-0.0135,0.0022,0.002,869.0,0.000104,2.7,0.003442,0.789,4.0,4.3e-05,3.7,0.001383,0.022,0.0,-2.7,0
20.412,374,0.4844,0.4896,35.27,,48.52,23.14,12.21,0.0143,0.0145,0.0012,-0.0157,0.0022,0.002,869.0,0.000104,2.7,0.003459,0.789,4.0,4.3e-05,3.7,0.001386,0.033,0.0,-4.6,0
20.451,375,0.4882,0.4896,35.21,,48.52,23.45,12.21,0.0244,0.0145,0.0025,-0.0151,0.0022,0.002,870.0,0.000104,2.7,0.003476,0.789,4.0,4.3e-05,3.7,0.001388,0.044,0.0,-8.8,0
20.491,376,0.4727,0.4896,35.14,,48.52,22.94,12.21,0.0102,0.0145,0.0004,-0.0136,0.0022,0.002,869.0,0.000105,2.7,0.003494,0.778,3.6,4.3e-05,3.7,0.001392,0.056,0.0,-2.8,0
20.57,377,0.4869,0.4896,35.0,,48.52,22.79,12.21,0.0211,0.0144,0.0021,-0.0148,0.0022,0.002,870.0,0.000105,2.7,0.003511,0.767,3.1,4.3e-05,3.7,0.001395,0.067,0.0,-7.8,0
20.62,378,0.4727,0.4896,34.92,,48.52,21.89,12.21,0.0132,0.0144,0.0001,-0.0143,0.0022,0.002,869.0,0.000105,2.7,0.003529,0.756,2.7,4.3e-05,3.7,0.001399,0.078,0.0,-2.3,0
20.659,379,0.4717,0.4896,34.85,,48.52,22.95,12.21,0.0201,0.0144,0.0019,-0.0138,0.0022,0.002,870.0,0.000106,2.7,0.003547,0.744,2.2,4.3e-05,3.7,0.001402,0.089,0.0,-6.4,0
20.763,380,0.4787,0.4896,34.68,,48.52,21.56,12.21,0.0237,0.0144,0.0017,-0.0139,0.0022,0.002,869.0,0.000106,2.7,0.003566,0.733,1.8,4.3e-05,3.7,0.001406,0.1,0.0,-6.0,0
20.813,381,0.4725,0.4896,34.59,,48.52,22.51,12.21,0.0126,0.0144,0.0011,-0.0161,0.0022,0.002,869.0,0.000106,2.7,0.003584,0.722,1.3,4.3e-05,3.7,0.001411,0.111,0.0,-3.2,0
20.838,382,0.4605,0.4896,34.55,,48.52,23.87,12.21,0.01,0.0144,0.001,-0.0153,0.0022,0.002,870.0,0.000107,2.7,0.003603,0.711,0.8,4.3e-05,3.7,0.001415,0.122,0.0,-1.8,0
20.923,383,0.4632,0.4896,34.41,,48.52,22.95,12.21,0.0108,0.0144,0.0013,-0.0156,0.0021,0.002,869.0,0.000107,2.7,0.003622,0.7,0.4,4.3e-05,3.7,0.00142,0.133,0.0,-3.2,0
20.959,384,0.4704,0.4896,34.35,,48.52,22.4,12.21,0.0162,0.0144,0.0021,-0.0163,0.0021,0.002,870.0,0.000107,2.7,0.003641,0.689,0.0,4.3e-05,3.7,0.001425,0.144,0.0,-6.5,0
21.039,385,0.4813,0.4896,34.22,,48.52,21.96,12.21,0.0068,0.0144,-0.0005,-0.0162,0.0021,0.002,869.0,0.000107,2.7,0.00366,0.678,0.0,4.3e-05,3.7,0.00143,0.156,0.0,0.5,0
21.078,386,0.4593,0.4896,34.16,,48.52,23.23,12.21,0.0066,0.0144,-0.0007,-0.015,0.0021,0.0019,867.0,0.000107,2.7,0.00368,0.667,0.0,4.3e-05,3.7,0.001435,0.167,0.0,2.3,0
21.129,387,0.4733,0.4896,34.08,,48.52,22.83,12.21,0.0126,0.0144,0.0011,-0.016,0.0021,0.0019,869.0,0.000108,2.7,0.0037,0.656,0.0,4.3e-05,3.7,0.001441,0.178,0.0,-3.7,0
21.169,388,0.4826,0.4896,34.01,,48.52,24.11,12.21,0.0039,0.0144,-0.0004,-0.0156,0.0021,0.0019,869.0,0.000108,2.7,0.00372,0.644,0.0,4.3e-05,3.7,0.001447,0.189,0.0,0.5,0
21.196,389,0.4552,0.4896,33.97,,48.52,23.49,12.21,0.0105,0.0144,-0.001,-0.0152,0.0021,0.0019,866.0,0.000108,2.7,0.00374,0.633,0.0,4.3e-05,2.0,0.001453,0.189,0.0,2.8,0
21.236,390,0.4577,0.4896,33.9,,48.52,23.65,12.21,0.0135,0.0144,0.0005,-0.0155,0.0021,0.0019,869.0,0.000108,2.7,0.003761,0.622,0.0,4.3e-05,2.0,0.001459,0.189,0.0,-2.8,0
21.287,391,0.4585,0.4896,33.82,,48.52,23.85,12.21,0.0138,0.0144,0.0005,-0.0172,0.0021,0.0019,869.0,0.000108,2.7,0.003781,0.611,0.0,4.3e-05,2.0,0.001466,0.189,0.0,-2.3,0
21.403,392,0.468,0.4896,33.64,,48.52,22.0,12.21,0.0129,0.0144,0.0013,-0.0146,0.0021,0.0019,869.0,0.000108,2.7,0.003802,0.6,0.0,4.3e-05,2.0,0.001472,0.189,0.0,-5.1,0
21.523,393,0.4878,0.4896,33.45,,48.52,21.94,12.21,0.0093,0.0144,0.0007,-0.0157,0.0021,0.0019,869.0,0.000109,2.7,0.003824,0.589,0.0,4.3e-05,2.0,0.001479,0.189,0.0,-2.8,0
21.588,394,0.4734,0.4896,33.35,,48.52,22.52,12.21,0.0181,0.0143,0.0022,-0.0157,0.0021,0.0019,869.0,0.000109,2.7,0.003845,0.578,0.0,4.3e-05,2.0,0.001486,0.189,0.0,-6.4,0
21.627,395,0.4801,0.4896,33.29,94.06,48.52,23.07,12.21,0.0268,0.0143,0.0022,-0.0152,0.0021,0.0019,869.0,0.000109,2.7,0.003867,0.567,0.0,4.3e-05,2.0,0.001493,0.189,0.0,-7.4,0
21.663,396,0.4736,0.4896,33.24,,48.52,23.08,12.21,0.0217,0.0143,0.0014,-0.0144,0.0021,0.0019,869.0,0.000109,2.7,0.003889,0.556,0.0,4.3e-05,2.0,0.0015,0.189,0.0,-4.6,0
21.704,397,0.4773,0.4896,33.17,,48.52,22.06,12.21,0.0053,0.0143,-0.0001,-0.015,0.0021,0.0019,866.0,0.000109,2.7,0.003911,0.544,0.0,4.3e-05,2.0,0.001508,0.189,0.0,0.5,0
21.783,398,0.4666,0.4896,33.05,,48.52,23.66,12.21,0.0189,0.0143,0.0023,-0.0155,0.0021,0.0019,869.0,0.000109,2.7,0.003934,0.533,0.0,4.3e-05,2.0,0.001516,0.189,0.0,-7.3,0
21.837,399,0.4834,0.4896,32.97,,48.52,23.07,12.21,0.0324,0.0143,0.0029,-0.0169,0.0021,0.0019,872.0,0.000109,2.7,0.003956,0.522,0.0,4.3e-05,2.0,0.001524,0.189,0.0,-10.2,0
21.899,400,0.455,0.4896,32.88,97.02,48.52,22.71,12.21,0.0195,0.0143,0.0016,-0.0141,0.0021,0.0019,869.0,0.000109,2.7,0.003979,0.511,0.0,4.3e-05,2.0,0.001532,0.189,0.0,-5.5,0
21.98,401,0.4835,0.4896,32.76,,48.52,22.77,12.21,0.0231,0.0142,0.0015,-0.0164,0.0021,0.0019,872.0,0.000109,2.7,0.004003,0.5,0.0,4.3e-05,2.0,0.00154,0.189,0.0,-6.1,0
22.019,402,0.4804,0.4896,32.7,,48.52,22.56,12.21,0.0264,0.0142,0.0018,-0.0148,0.0021,0.0019,869.0,0.000109,2.7,0.004026,0.489,0.0,4.3e-05,2.0,0.001548,0.189,0.0,-6.0,0
22.058,403,0.4822,0.4896,32.64,,48.52,22.31,12.21,0.016,0.0142,0.0016,-0.0153,0.0021,0.0019,872.0,0.000109,2.7,0.004049,0.478,0.0,4.3e-05,2.0,0.001557,0.189,0.0,-6.0,0
22.097,404,0.477,0.4896,32.58,,48.52,21.96,12.21,0.0123,0.0142,0.0009,-0.0144,0.0021,0.0019,874.0,0.000109,2.7,0.004073,0.467,0.0,4.2e-05,2.0,0.001566,0.189,0.0,-3.2,0
22.135,405,0.4871,0.4896,32.53,,48.52,22.35,12.21,0.0291,0.0142,0.0028,-0.0153,0.0021,0.0019,869.0,0.000109,2.7,0.004097,0.456,0.0,4.2e-05,2.0,0.001574,0.189,0.0,-9.3,0
22.177,406,0.4632,0.4896,32.47,,48.52,22.68,12.21,0.0262,0.0142,0.0023,-0.0144,0.0021,0.0019,869.0,0.000108,2.7,0.004121,0.444,0.0,4.2e-05,2.0,0.001584,0.189,0.0,-6.9,0
22.229,407,0.4718,0.4896,32.39,,48.52,22.66,12.21,0.0179,0.0142,0.0012,-0.0153,0.0021,0.0019,869.0,0.000108,2.7,0.004145,0.433,0.0,4.2e-05,2.0,0.001593,0.189,0.0,-3.7,0
22.307,408,0.4774,0.4896,32.28,,48.52,22.93,12.21,0.0185,0.0141,0.0017,-0.0156,0.0021,0.0019,869.0,0.000108,2.7,0.00417,0.422,0.0,4.2e-05,2.0,0.001602,0.189,0.0,-4.6,0
22.331,409,0.4734,0.4896,32.24,,48.52,22.24,12.21,0.0216,0.0141,0.0018,-0.015,0.0021,0.0019,870.0,0.000108,2.7,0.004194,0.411,0.0,4.2e-05,2.0,0.001611,0.189,0.0,-6.0,0
22.412,410,0.4766,0.4896,32.13,,48.52,23.34,12.21,0.0214,0.0141,0.0024,-0.0158,0.0021,0.0019,869.0,0.000108,2.7,0.004219,0.4,0.0,4.2e-05,2.0,0.001621,0.189,0.0,-7.4,0
22.463,411,0.4857,0.4896,32.05,,48.52,21.84,12.21,0.0175,0.0141,0.0012,-0.0159,0.0021,0.0019,869.0,0.000108,2.7,0.004244,0.389,0.0,4.2e-05,2.0,0.001631,0.189,0.0,-4.2,0
22.568,412,0.4772,0.4896,31.9,,48.52,22.49,12.21,0.0199,0.0141,0.0015,-0.0154,0.0021,0.0019,869.0,0.000108,2.7,0.004268,0.378,0.0,4.2e-05,2.0,0.001641,0.189,0.0,-4.6,0
22.654,413,0.4789,0.4896,31.78,,48.52,22.46,12.21,0.0122,0.0141,0.0013,-0.0159,0.0021,0.0019,874.0,0.000107,2.7,0.004293,0.367,0.0,4.1e-05,2.0,0.00165,0.189,0.0,-4.1,0
22.682,414,0.4643,0.4896,31.74,,48.52,23.05,12.21,0.0216,0.014,0.002,-0.0164,0.0021,0.0019,872.0,0.000107,2.7,0.004318,0.356,0.0,4.1e-05,2.0,0.00166,0.189,0.0,-6.0,0
22.695,415,0.4736,0.4896,31.72,,48.52,22.47,12.21,0.02,0.014,0.0018,-0.013,0.0021,0.0019,875.0,0.000107,2.7,0.004343,0.344,0.0,4.1e-05,2.0,0.001671,0.189,0.0,-6.4,0
22.736,416,0.4856,0.4896,31.67,,48.52,22.47,12.21,0.0213,0.014,0.0018,-0.0141,0.0021,0.0019,875.0,0.000107,2.7,0.004368,0.333,0.0,4.1e-05,2.0,0.001681,0.189,0.0,-6.9,0
22.776,417,0.4767,0.4896,31.61,,48.52,23.2,12.21,0.0279,0.014,0.002,-0.0136,0.0021,0.0019,869.0,0.000107,2.7,0.004394,0.322,0.0,4.1e-05,2.0,0.001691,0.189,0.0,-7.4,0
22.855,418,0.4699,0.4896,31.5,,48.52,23.36,12.21,0.0269,0.014,0.0012,-0.0152,0.0021,0.0019,869.0,0.000106,2.7,0.004419,0.311,0.0,4.1e-05,2.0,0.001701,0.189,0.0,-6.9,0
22.891,419,0.4796,0.4896,31.45,,48.52,22.99,12.21,0.0205,0.014,0.0012,-0.0155,0.0021,0.0019,870.0,0.000106,2.7,0.004444,0.3,0.0,4.1e-05,2.0,0.001712,0.189,0.0,-5.1,0
23.01,420,0.4948,0.4896,31.29,,48.52,23.26,12.21,0.0197,0.0139,0.0016,-0.0156,0.0021,0.0019,869.0,0.000106,2.7,0.004469,0.289,0.0,4e-05,2.0,0.001722,0.189,0.0,-5.6,0
23.075,421,0.4624,0.4896,31.2,94.26,48.52,22.44,12.21,0.0137,0.0139,0.0012,-0.0147,0.0021,0.0019,869.0,0.000106,2.7,0.004494,0.278,0.0,4e-05,2.0,0.001732,0.189,0.0,-4.2,0
23.111,422,0.4592,0.4896,31.15,85.94,48.52,23.66,12.21,0.0175,0.0139,0.0004,-0.0158,0.0021,0.0019,870.0,0.000105,2.7,0.004519,0.267,0.0,4e-05,2.0,0.001743,0.189,0.0,-2.8,0
23.152,423,0.4558,0.4896,31.1,,48.52,22.81,12.21,0.0065,0.0139,-0.0004,-0.0151,0.0021,0.0019,869.0,0.000105,2.7,0.004544,0.256,0.0,4e-05,2.0,0.001753,0.189,0.0,-0.5,0
23.205,424,0.4695,0.4896,31.03,,48.52,23.07,12.21,0.0081,0.0139,0.0003,-0.0153,0.0021,0.0019,870.0,0.000105,2.7,0.004569,0.244,0.0,4e-05,2.0,0.001764,0.189,0.0,-2.3,0
23.229,425,0.4566,0.4896,31.0,93.63,48.52,22.91,12.21,0.0107,0.0139,0.0003,-0.0157,0.0021,0.0019,869.0,0.000104,2.7,0.004594,0.233,0.0,4e-05,2.0,0.001774,0.189,0.0,-1.4,0
23.32,426,0.4776,0.4896,30.87,,48.52,22.95,12.21,0.0093,0.0139,0.0,-0.0169,0.0021,0.0019,869.0,0.000104,2.7,0.004618,0.222,0.0,4e-05,2.0,0.001785,0.189,0.0,-0.9,0
23.358,427,0.4768,0.4896,30.82,,48.52,23.51,12.21,0.0106,0.0139,-0.0003,-0.0161,0.0021,0.0019,869.0,0.000104,2.7,0.004643,0.211,0.0,3.9e-05,2.0,0.001795,0.189,0.0,-0.5,0
23.426,428,0.4712,0.4896,30.74,,48.52,22.54,12.21,0.0061,0.0139,-0.0009,-0.0152,0.0021,0.0019,869.0,0.000103,2.7,0.004667,0.2,0.0,3.9e-05,2.0,0.001805,0.189,0.0,1.8,0
23.517,429,0.4663,0.4896,30.62,,48.52,22.71,12.21,0.0119,0.0139,-0.0004,-0.0161,0.0021,0.0019,869.0,0.000103,2.7,0.004691,0.189,0.0,3.9e-05,2.0,0.001816,0.189,0.0,0.0,0
23.543,430,0.4719,0.4896,30.58,,48.52,22.24,12.21,0.0116,0.0139,-0.0015,-0.0144,0.0021,0.0019,872.0,0.000103,2.7,0.004714,0.178,0.0,3.9e-05,2.0,0.001826,0.189,0.0,2.7,0
23.597,431,0.4685,0.4896,30.51,,48.52,22.02,12.21,0.0046,0.0139,0.0001,-0.013,0.0021,0.0019,870.0,0.000102,2.7,0.004738,0.167,0.0,3.9e-05,2.0,0.001836,0.189,0.0,-0.0,0
23.634,432,0.4616,0.4896,30.46,,48.52,23.39,12.21,0.0081,0.0139,-0.0008,-0.0148,0.0021,0.0019,869.0,0.000102,2.7,0.004761,0.156,0.0,3.9e-05,2.0,0.001846,0.189,0.0,1.8,0
23.742,433,0.4618,0.4896,30.33,,48.52,23.06,12.21,0.0049,0.0139,-0.0003,-0.0138,0.0021,0.0019,870.0,0.000102,2.7,0.004783,0.144,0.0,3.9e-05,2.0,0.001856,0.189,0.0,0.5,0
23.794,434,0.4724,0.4896,30.26,,48.52,24.77,12.21,0.0048,0.0139,-0.0001,-0.0152,0.002,0.0019,869.0,0.000101,2.7,0.004805,0.133,0.0,3.8e-05,2.0,0.001866,0.189,0.0,0.0,0
23.909,435,0.4753,0.4896,30.11,,48.52,22.25,12.21,0.0122,0.0139,-0.0003,-0.0176,0.002,0.0019,869.0,0.000101,2.7,0.004827,0.122,0.0,3.8e-05,2.0,0.001875,0.189,0.0,-0.9,0
24.029,436,0.4876,0.4896,29.96,,48.52,21.88,12.21,0.0187,0.0139,-0.0016,-0.0174,0.002,0.0019,869.0,0.000101,2.7,0.004848,0.111,0.0,3.8e-05,2.0,0.001885,0.189,0.0,1.8,0
24.069,437,0.4762,0.4896,29.91,,48.52,22.94,12.21,0.0204,0.0139,-0.0,-0.0167,0.002,0.0019,869.0,0.0001,2.7,0.004869,0.1,0.0,3.8e-05,2.0,0.001894,0.189,0.0,-3.2,0
24.107,438,0.4859,0.4896,29.87,,48.52,22.57,12.21,0.0097,0.0139,-0.0004,-0.0159,0.002,0.0019,874.0,0.0001,2.7,0.004888,0.089,0.0,3.8e-05,2.0,0.001903,0.189,0.0,-0.9,0
24.133,439,0.4672,0.4896,29.83,,48.52,22.0,12.21,0.0119,0.0139,-0.0021,-0.0168,0.002,0.0019,870.0,0.0001,2.7,0.004908,0.078,0.0,3.8e-05,2.0,0.001911,0.189,0.0,4.5,0
24.25,440,0.4655,0.4896,29.69,,48.52,22.19,12.21,0.0168,0.0139,-0.002,-0.0168,0.002,0.0019,869.0,9.9e-05,2.7,0.004926,0.067,0.0,3.8e-05,2.0,0.00192,0.189,0.0,4.1,0
24.261,441,0.4608,0.4896,29.68,,48.52,21.8,12.21,0.0181,0.0139,-0.0025,-0.0159,0.0021,0.0019,867.0,9.9e-05,2.7,0.004944,0.056,0.0,3.8e-05,2.0,0.001928,0.189,0.0,5.9,0
24.38,442,0.4633,0.4896,29.53,,48.52,22.76,12.21,0.006,0.0139,-0.0004,-0.0148,0.002,0.0018,869.0,9.8e-05,2.7,0.004961,0.044,0.0,3.7e-05,2.0,0.001936,0.189,0.0,-0.5,0
24.459,443,0.4626,0.4896,29.44,,48.52,22.62,12.21,0.0077,0.0139,-0.0016,-0.0163,0.0021,0.0018,869.0,9.8e-05,2.7,0.004977,0.033,0.0,3.7e-05,2.0,0.001943,0.189,0.0,3.2,0
24.497,444,0.4734,0.4896,29.39,,48.52,22.29,12.21,0.0057,0.0139,-0.0007,-0.0153,0.002,0.0018,869.0,9.8e-05,2.7,0.004993,0.022,0.0,3.7e-05,2.0,0.001951,0.189,0.0,0.5,0
24.536,445,0.4672,0.4896,29.34,,48.52,24.88,12.21,0.0125,0.0139,-0.0022,-0.0157,0.0021,0.0018,869.0,9.7e-05,2.7,0.005007,0.011,0.0,3.7e-05,2.0,0.001957,0.189,0.0,3.6,0
24.56,446,0.4687,0.4896,29.32,,48.52,23.11,12.21,0.004,0.0139,-0.0009,-0.0153,0.002,0.0018,869.0,9.7e-05,2.7,0.00502,0.0,0.0,3.7e-05,2.0,0.001964,0.189,0.0,0.5,0
24.64,447,0.4806,0.4896,29.22,,48.52,22.81,12.21,0.008,0.0139,0.0004,-0.0151,0.002,0.0018,869.0,9.7e-05,2.7,0.005033,0.0,0.0,3.7e-05,2.0,0.00197,0.189,0.0,-2.8,0
24.691,448,0.4776,0.4896,29.16,,48.52,22.84,12.21,0.0145,0.0139,0.0004,-0.0155,0.002,0.0018,870.0,9.6e-05,2.7,0.005044,0.0,0.0,3.7e-05,2.0,0.001976,0.189,0.0,-2.3,0
24.732,449,0.4675,0.4896,29.11,,48.52,23.03,12.21,0.022,0.0139,0.0012,-0.0148,0.002,0.0018,874.0,9.6e-05,2.7,0.005055,0.0,0.0,3.7e-05,2.0,0.001981,0.189,0.0,-5.1,0
24.796,450,0.4727,0.4896,29.04,,48.52,23.53,12.21,0.0189,0.0138,0.002,-0.0156,0.002,0.0018,869.0,9.6e-05,2.7,0.005064,0.0,0.0,3.7e-05,2.0,0.001986,0.189,0.0,-6.6,0
24.836,451,0.4721,0.4896,28.99,,48.52,23.31,12.21,0.0106,0.0138,0.0004,-0.0152,0.002,0.0018,869.0,9.5e-05,2.7,0.005072,0.0,0.0,3.7e-05,2.0,0.00199,0.189,0.0,-3.2,0
24.924,452,0.4571,0.4896,28.89,,48.52,25.05,12.21,0.0132,0.0138,0.0001,-0.0157,0.002,0.0018,869.0,9.5e-05,2.7,0.005079,0.0,0.0,3.6e-05,2.0,0.001994,0.189,0.0,-2.8,0
24.964,453,0.4635,0.4896,28.84,,48.52,22.49,12.21,0.0119,0.0138,0.0003,-0.0137,0.002,0.0018,869.0,9.5e-05,2.7,0.005085,0.0,0.0,3.6e-05,2.0,0.001997,0.189,0.0,-2.8,0
25.002,454,0.4819,0.4896,28.8,,48.52,22.72,12.21,0.0085,0.0138,0.0004,-0.0141,0.002,0.0018,869.0,9.4e-05,2.7,0.005089,0.0,0.0,3.6e-05,2.0,0.002,0.189,0.0,-2.8,0
25.041,455,0.4894,0.4896,28.75,,48.52,23.23,12.21,0.0076,0.0138,-0.0008,-0.0152,0.002,0.0018,869.0,9.4e-05,2.7,0.005093,0.0,0.0,3.6e-05,2.0,0.002002,0.189,0.0,0.0,0
25.108,456,0.4797,0.4896,28.68,,48.52,25.49,12.21,0.0159,0.0138,0.0003,-0.0147,0.002,0.0018,870.0,9.4e-05,2.7,0.005095,0.0,0.0,3.6e-05,2.0,0.002004,0.189,0.0,-4.2,0
25.201,457,0.478,0.4896,28.57,,48.52,22.9,12.21,0.0088,0.0138,0.0,-0.0144,0.002,0.0018,869.0,9.3e-05,2.7,0.005096,0.0,0.0,3.6e-05,2.0,0.002005,0.189,0.0,-3.2,0
25.343,458,0.4866,0.4896,28.41,,48.52,24.17,12.21,0.0072,0.0138,-0.001,-0.0151,0.002,0.0018,869.0,9.3e-05,2.7,0.005096,0.0,0.0,3.6e-05,2.0,0.002006,0.189,0.0,0.5,0
25.38,459,0.4772,0.4896,28.37,,48.52,22.98,12.21,0.0064,0.0138,-0.0007,-0.0152,0.002,0.0018,869.0,9.3e-05,2.7,0.005095,0.0,0.0,3.6e-05,2.0,0.002006,0.189,0.0,-0.9,0
25.419,460,0.4686,0.4896,28.33,,48.52,22.77,12.21,0.0105,0.0138,-0.0003,-0.014,0.002,0.0018,869.0,9.3e-05,2.7,0.005092,0.0,0.0,3.6e-05,2.0,0.002006,0.189,0.0,-1.4,0
25.458,461,0.4808,0.4896,28.28,,48.52,23.25,12.21,0.0226,0.0138,0.0014,-0.0143,0.002,0.0018,870.0,9.2e-05,2.7,0.005088,0.0,0.0,3.6e-05,2.0,0.002005,0.189,0.0,-6.9,0
25.514,462,0.4693,0.4896,28.22,,48.52,22.69,12.21,0.0082,0.0138,0.0007,-0.0135,0.002,0.0018,869.0,9.2e-05,2.7,0.005083,0.0,0.0,3.6e-05,2.0,0.002004,0.178,0.0,-2.8,0
25.59,463,0.4777,0.4896,28.14,,48.52,23.32,12.21,0.0056,0.0138,0.0,-0.0142,0.002,0.0018,869.0,9.2e-05,2.7,0.005077,0.0,0.0,3.6e-05,2.0,0.002002,0.167,0.0,-0.5,0
25.669,464,0.4568,0.4896,28.05,,48.52,21.92,12.21,0.0121,0.0138,-0.0012,-0.0141,0.002,0.0018,869.0,9.2e-05,2.7,0.005069,0.0,0.0,3.6e-05,2.0,0.001999,0.156,0.0,2.7,0
25.746,465,0.4596,0.4896,27.96,,48.52,21.75,12.21,0.0176,0.0138,-0.0021,-0.014,0.002,0.0018,869.0,9.1e-05,2.7,0.00506,0.0,0.0,3.6e-05,2.0,0.001996,0.144,0.0,4.5,0
25.814,466,0.4752,0.4896,27.89,,48.52,21.13,12.21,0.0216,0.0138,-0.0026,-0.015,0.002,0.0018,867.0,9.1e-05,2.7,0.00505,0.0,0.0,3.6e-05,2.0,0.001993,0.133,0.0,5.5,0
25.85,467,0.4704,0.4896,27.85,97.21,48.52,21.45,12.21,0.0213,0.0137,-0.0025,-0.0139,0.002,0.0018,867.0,9.1e-05,2.7,0.005039,0.0,0.0,3.6e-05,2.0,0.001989,0.122,0.0,6.8,0
25.89,468,0.4762,0.4896,27.81,,48.52,20.2,12.21,0.0223,0.0137,-0.0028,-0.0137,0.002,0.0018,869.0,9.1e-05,2.7,0.005026,0.0,0.0,3.6e-05,2.0,0.001984,0.111,0.0,7.3,0
26.047,469,0.4686,0.4896,27.64,96.09,48.52,20.95,12.21,0.033,0.0137,-0.0033,-0.0129,0.002,0.0018,864.0,9.1e-05,2.7,0.005012,0.0,0.0,3.6e-05,2.0,0.001979,0.1,0.0,11.4,0
26.099,470,0.4782,0.4896,27.59,83.57,48.52,19.79,12.21,0.0485,0.0138,-0.0045,-0.0143,0.002,0.0018,863.0,9e-05,2.7,0.004997,0.0,0.0,3.6e-05,2.0,0.001973,0.089,0.0,15.2,0
26.125,471,0.4828,0.4896,27.56,85.61,48.52,21.29,12.21,0.0495,0.0138,-0.0045,-0.0158,0.0021,0.0018,861.0,9e-05,2.7,0.004981,0.0,0.0,3.6e-05,2.0,0.001967,0.078,0.0,16.2,0
26.164,472,0.4688,0.4896,27.52,85.92,48.52,21.96,12.21,0.0351,0.0138,-0.0037,-0.0149,0.0021,0.0018,856.0,9e-05,2.7,0.004964,0.0,0.0,3.6e-05,2.0,0.00196,0.067,0.0,12.3,0
26.175,473,0.4699,0.4896,27.51,95.95,48.52,21.98,12.21,0.0361,0.0138,-0.0043,-0.0145,0.0021,0.0018,866.0,9e-05,2.7,0.004945,0.0,0.0,3.6e-05,2.0,0.001953,0.056,0.0,14.2,0
26.214,474,0.4821,0.4896,27.47,,48.52,21.96,12.21,0.0195,0.0138,-0.002,-0.0164,0.0021,0.0018,867.0,9e-05,2.7,0.004926,0.0,0.0,3.6e-05,2.0,0.001945,0.044,0.0,6.9,0
26.253,475,0.4838,0.4896,27.43,,48.52,21.72,12.21,0.0313,0.0138,-0.0035,-0.0153,0.0021,0.0018,867.0,9e-05,2.7,0.004905,0.0,0.0,3.6e-05,2.0,0.001937,0.033,0.0,10.6,0
26.319,476,0.4825,0.4896,27.36,,48.52,21.64,12.21,0.0131,0.0138,-0.0012,-0.0158,0.0021,0.0018,869.0,9e-05,2.7,0.004883,0.0,0.0,3.6e-05,2.0,0.001928,0.022,0.0,3.3,0
